Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Themen und Referenten noch offen,Fr 25.03.2011 10:00,3179.html,3179,René Pfister Informationschef / chef de l’information Schweizerischer Arbeitgeberverband / Union patronale suisse +41 (0)44 421 17 34,Hotel Bellevue Palace Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3179.html,Schweizerischer Arbeitgeberverband
