Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
"Medienkonferenz ""Was kostet das Bauwerk Schweiz in Zukunft und wer bezahlt dafür?"" (NFP 54 - ""Nachhaltige Siedlungs- und Infrastrukturentwicklung"")",Di 01.02.2011 10:15,3302.html,3302,Schweizerischer Nationalfonds Presse- und Informationsdienst Kathrin Sterchi Wildhainweg 3 3001 Bern Tel. +41 (31) 308 23 87,Medienzentrum Bundeshaus 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3302.html,Schweizerischer Nationalfonds
