Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
"Anmeldung im Infosaal bis 7.1., 12.00 Uhr",Mi 07.01.2009 17:00 - 18:00,1721.html,1721,Schweizerische Nationalbibliothek Hallwylstrasse 15 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1721.html,Schweizerische Nationalbibliothek
