Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
"Medienkonferenz Das Komitee «Umwelt ja – Ecopop nein» stellt sich vor und erklärt, wieso aus ökologischen Überlegungen die Ecopop-Initiative abgelehnt werden muss. Teilnehmende: - Hans-Peter Fricker, ehem. CEO WWF Schweiz - Verena Mühlberger, Co-Geschäftsleitung Greenpeace - Pierre-Alain Rumley, ehem. Direktor ARE und ehem. Prof. für Raumplanung Universität Neuenburg - Nick Beglinger, Präsident Swisscleantech - Tiana Moser, Fraktionspräsidentin und Nationalrätin ZH, GLP - Robert Cramer, Ständerat GE, Grüne",Di 26.08.2014 09:15,5242.html,5242,Komitee «Umwelt ja – Ecopop nein» Tel. 031 326 66 08,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5242.html,Komitee «Umwelt ja – Ecopop nein»
