Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
"Medienkonferenz Der Bericht wird am 6. Juli 2011, ab 08.00 Uhr im Medienzentrum und im Parlamentsgebäude vor dem Kommissionszimmer 286 aufgelegt (Sperrfrist: 6. Juli 2011, 10.00 Uhr).",Mi 06.07.2011 10:00,3678.html,3678,"Parlamentsgebäude, Zimmer 286 Palais du Parlement, salle 286 Bern","Attachments Einladung an die Medien (PDF, 1 MB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3678.html,Geschäftsprüfungskommission des National- und Ständerates
