Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
"Anmeldung im Infosaal bis 09.12., 12.00 Uhr",Di 09.12.2008 14:30,1664.html,1664,Hallwylstrasse 15 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1664.html,Schweizerische Nationalbibliothek
