Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
30-jähriges Jubiläum Grüne Schweiz,Sa 27.04.2013 10:15 - 16:15,4590.html,4590,Miriam Behrens Generalsekretärin 079 7450 48 77,Calvinhaus Mettstrasse 154 2504 Biel/Bienne (BE),Links Einladung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4590.html,Grüne Partei Schweiz
