Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
-,Do 06.07.2017 16:30 - 18:30,6682.html,6682,"Globe of Science and Innovation, CERN Genf 385 Rte de Meyrin 1217 Genf",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6682.html,"Staatssekretariat für Bildung, Forschung und Innovation"
