Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Medienkonferenz mit Bundesrätin Simonetta Sommaruga Thema: Vernehmlassung zu StGB-Revision,Do 18.08.2011 10:00,3732.html,3732,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3732.html,Der Bundesrat
