Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
Gedenkanlass auf dem Bundesplatz,Fr 25.09.2015 15:00,5851.html,5851,Bundesplatz 3011 Bern,"Attachments Flyer (PDF, 291 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5851.html,Israel-Werke Schweiz und Parlamentarische Gruppe Schweiz-Israel
