Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Ankündigung einer Grundlagenstudie der Universität Freiburg/Fribourg Lancierung des Themas Frühkindliche Bildung in der Schweiz,Fr 04.04.2008 11:00 - 12:00,1090.html,1090,"Beate Eckhardt, Projektmanagement 052 213 54 80 / 079 617 03 26",Polit-Forum Käfigturm Marktgasse 67 3011 Bern,Medienkonferenz der Projektgruppe Frühkindliche Bildung in der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1090.html,Schweizerische UNESCO-Kommission
