Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter
"Medienkonferenz Teilnehmer: KKdt Christophe Keckeis, Chef der Armee Div Christian Josi, Übungsleiter",Do 15.11.2007 10:00,776.html,776,Felix Endrich Informationschef Verteidigung/Armeesprecher 031 323 21 15,Medienzentrum Bundeshaus Konferenzsaal Centre de presse du Palais fédéral Salle de conférence Bern,"Attachments Einladung an die Medien (PDF, 46 kB)",Übung STABILO,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-776.html,Gruppe Verteidigung
