Beschreibung,"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
"Table Ronde zum Thema der gleichnamigen Tagung mit Sven Hanuschek (München), Julian Schütt (Zürich) und Ulrich Weber (Bern). Moderation: Irmgard Wirtz, Leiterin des Schweizerischen Literaturarchivs, Bern.",Do 19.03.2009 20:00 - 21:00,1865.html,1865,Schweizerische Nationalbibliothek Hallwylstrasse 15 3003 Bern 3003 Bern,Anekdote-Biographie-Kanon,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1865.html,Schweizerische Nationalbibliothek
