Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
"Anna Felder leggerà brani tratti dai suoi racconti e dai suoi romanzi, mentre il Prof. Georges Güntert interverrà con una lettura critica dell’opera; Roberta Deambrosi presenterà brevemente i materiali conservati nel fondo Felder. Una collaborazione dell’ Archivio svizzero di letteratura con la Pro Grigioni Italiano (Sezione di Berna).",Mi 11.11.2009 18:00,2393.html,2393,Biblioteca nazionale svizzera Hallwylstrasse 15 3003 Berna 3003 Berna,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2393.html,Schweizerische Nationalbibliothek
