Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Medienkonferenz,Fr 09.01.2009 14:00 - 15:00,1729.html,1729,"Felix Imhof (031 320 30 22), Sekretariat (031 320 30 00)","Inselspital Wirtschaftsgebäude Eingang 35, Stock H Bern",Kantonale Haltung zum Personenfreizügigkeitsabkommen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1729.html,"Konferenz der Kantonsregierungen, Konferenz der kantonalen Volkswirtschaftsdirektorinnen - und direktoren, Konferenz der kantonalen Justiz- und Polizeidirektorinnen und -direktoren"
