Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
"Medientermin Referenten: Dr. Peter Füglistaler, Direktor BAV Dr. Peter Vollmer, Direktor VöV Giorgio Tuti, Präsident SEV",Di 07.09.2010 11:15,3030.html,3030,Medienstelle BAV/Service de presse OFT : 031 322 36 43 Medienstelle VöV/Service de presse UTP : 031 359 23 15 Medienstelle SEV/Service de presse SEV : 079 357 99 66,"Bahnhofplatz Bern, Seite Heiliggeistkirche Place de la gare de Berne, côté Heiliggeistskirche Bern","""Kampagne gegen Übergriffe aufs Personal des öffentlichen Verkehrs""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3030.html,Gewerkschaft des Verkehrspersonals (SEV) und Partner
