Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter
Medienorientierung,Mi 03.04.2013 10:30,4572.html,4572,Information EDA/DFAE 031 322 31 53,"Medienzentrum Bundeshaus, kleiner Konferenzraum Centre de presse du Palais fédéral, petite salle de conférences Bern","Attachments Einladung an die Medien (PDF, 80 kB)",Reduktion der Armut in der Welt: Die Millenniumsentwicklungsziele der UNO und der Prozess für die Zeit nach 2015,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4572.html,Eidgenössisches Departement für auswärtige Angelegenheiten
