Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Medienkonferenz,Mo 19.01.2009 14:30,1765.html,1765,Ida Glanzmann-Hunkeler 079 657 10 65,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Rücktritt der Präsidentin der CVP Frauen Ida Glanzmann-Hunkeler,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1765.html,CVP Frauen
