Beschreibung,"Datum
           
            Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
14.00 Uhr mit Bundesrätin Viola Amherd 15.00 Uhr mit Bundesrätin Karin Keller-Sutter Die Medienkonferenz wird live übertragen. https://www.admin.ch/gov/de/start.html,Mi. 05.12.2018 14:00,7199.html,7199,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ",Links https://www.admin.ch/gov/de/start.html,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-7199.html,Der Bundesrat
