Beschreibung,"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
DEZA,Fr 24.10.2008 15:00,1554.html,1554,Medienzentrum Bundeshaus 3003 Bern,GPK-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1554.html,Parlamentsdienste
