Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
"Point de presse Teilnehmer: Hans Wanner, Direktor ENSI Werner Zeller, Leiter Abteilung Strahlenschutz BAG Michael Beer, Leiter Abteilung Lebensmittelsicherheit, BAG Ein weiterer « Point de presse » zu den Ereignissen in Japan und ihren Folgen findet voraussichtlich statt am Freitag, 1. April 2011, 11:00, Medienzentrum Bundeshaus",Mi 30.03.2011 16:30,3453.html,3453,"Thomas Abegglen, BK/ChF 031 323 08 35","Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3453.html,Bundeskanzlei
