Beschreibung,"Datum
           
            Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
-,Di 15.01.2019 10:00,7208.html,7208,Thomas Zimmermann Leiter Kommunikation SGB Tel.nr. 031 377 01 06 / mobil 079 249 59 74,Hotel Kreuz 3000 Bern,Jahresmedienkonferenz des Schweizerischen Gewerkschaftsbundes,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-7208.html,SGB Schweizerischer Gewerkschaftsbund
