Beschreibung,"Datum
           
            Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
"Sehr geehrte Damen und Herren Der Bundesrat hat am 21. November 2018 die Botschaft zur Umsetzung der Empfehlungen des Global Forum on Transparency and Exchange of Information for Tax Purposes (Global Forum) verabschiedet. Der Gesetzesentwurf ist die Folge der Empfehlungen, die diese Organisation im Juli 2016 in ihrem Bericht zur Phase 2 der Schweiz veröffentlicht hat. Das Staatssekretariat für internationale Finanzfragen (SIF) lädt Sie zu einem Hintergrundgespräch (off-the-record) ein, um Ihnen die in der Botschaft enthaltenen Massnahmen aus technischer Sicht zu erläutern. Herr Nicolas Lüscher, Stv. Leiter Abteilung Steuern, sowie Frau Brigitte Hofstetter, Stv. Leiterin Sektion Informationsaustausch und Individualbesteuerung, werden Ihnen die Vorlage präsentieren.",Do. 22.11.2018 09:15,7184.html,7184,Bernerhof Bundesgasse 3 3003 Bern,"Attachments Einladung an die Medien (PDF, 28 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-7184.html,Staatssekretariat für internationale Finanzfragen
