Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
"Medienkonferenz Referenten: Nationalrat Adrian Amstutz (BE), Fraktionspräsident Nationalrätin Verena Herzog (TG) Philipp Stauber (VD)",Fr 12.04.2013 14:00,4595.html,4595,"Martin Baltisser, Generalsekretär SVP Schweiz, 031 300 58 58","Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",«Leistet die Volksschule noch einen Beitrag an die Zukunft der Schweizer Jugend?»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4595.html,Bundeskanzlei
