Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Medienkonferenz mit anschliessender Führung durch das Tiefmagazin. Danach Eröffnungsfeier.,Do 20.08.2009 09:30 - 10:45,1920.html,1920,Schweizerische Nationalbibliothek Hallwylstrasse 15 3003 Bern 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1920.html,Schweizerische Nationalbibliothek
