Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Medienkonferenz,Do 27.08.2009 14:00,2060.html,2060,"Sacha Zala, Direktor DDS Tel. 031 325 12 36, Mobile: 079 711 45 23","Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Diplomatische Dokumente der Schweiz: Veröffentlichung des 22. Bandes,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2060.html,"Kommission ""Diplomatische Dokumente der Schweiz (DDS)"""
