Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
"Medienkonferenz Referenten: Gerold Bührer, Präsident economiesuisse Edi Engelberger, Präsident Schweizerischer Gewerbeverband Paul Kurrus, Präsident Aerosuisse Bernard Karrer, Direktor Flugplatz Sion",Do 05.11.2009 10:00,2369.html,2369,"Roberto Colonello, economiesuisse 044 421 35 50","Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2369.html,Wirtschaftsdachverbände
