Beschreibung,"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Point de presse,Di 03.05.2011 10:00,3506.html,3506,"SECO, Effingerstrasse 31 3008 Berne",Rapport 2010 sur la mise en œuvre des mesures d’accompagnement à la libre circulation des personnes,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3506.html,Secrétariat d'Etat à l'économie
