Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
"Medienkonferenz Teilnehmer/in: - Martin Flügel, Präsident Travail.Suisse - Daniela Merz, CEO Dock Gruppe AG, St. Gallen - Matthias Kuert Killer, Leiter Sozialpolitik bei Travail.Suisse.",Mo 08.11.2010 09:15,3121.html,3121,"Hotel Kreuz, Saal / Salle ""Tavel"" Zeughausgasse 41 3011 Bern","Attachments Einladung an die Medien (PDF, 87 kB)","""6. IV-Revision: Glaubwürdige Integration statt Rentenkürzungen""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3121.html,Travail.Suisse
