Beschreibung,"Datum
           
            Zeit",File,ID,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter
Bundesrätin Doris Leuthard scheidet Ende Dezember nach zwölfeinhalb Jahren aus der Regierung aus. Vor den Weihnachtstagen wird sie Bundesrätin Simonetta Sommaruga symbolisch die neuen Schlüssel übergeben.,Fr. 21.12.2018 11:30,7209.html,7209,Presse-und Informationsdienst UVEK Tel. 058 462 55 11,Bundeshaus Nord Kochergasse 10 3003 Bern,"Attachments Einladung an die Medien (PDF, 218 kB)",Schlüsselübergabe im UVEK,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-7209.html,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation"
