Beschreibung,"Datum
           
            Zeit",File,ID,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter
"Am 10. Februar 2019 stimmt das Stimmvolk über die Initiative «Zersiedelung stoppen - für eine nachhaltige Siedlungsentwicklung» ab. Die Abstimmungskampagne ist bereits lanciert und wird in den kommenden Wochen weiter an Dynamik gewinnen. Die Zersiedelungs-Initiative verhindert eine sinnvolle Entwicklung. Sie greift in die Eigentumsfreiheit im Siedlungsbau ein, schreibt vor was Lebensqualität ist und will Stillstand. Ein breit abgestütztes Komitee aus politischen Parteien und Verbänden setzt sich unter dem Lead des Schweizerischen Gewerbeverbands sgv vehement gegen die radikale Initiative ein. Die Argumente gegen die Initiative sind so vielfältig und breit wie die Gegnerschaft. Die Zersiedelungs-Initiative dient unserem Land nicht. Das betonte auch die scheidende Bundesrätin Doris Leuthard an ihrer Pressekonferenz. Gerne informieren wir Sie über unsere Argumente gegen diese radikale Initiative.",Di. 11.12.2018 13:00 - 14:00,7205.html,7205,Natalie Krummenacher Assistenz Kommunikation Schweizerischer Gewerbeverband sgv Tel. 031 380 14 18 www.sgv-usam.ch,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 2 MB)",Nationales Komitee «radikale Zersiedelungs-Initiative NEIN»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-7205.html,Schweizerischer Gewerbeverband sgv
