Beschreibung,"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Medienkonferenz,Fr 24.08.2007 10:00 - 11:00,661.html,661,"Kommunikation VBS, Tel. 031 324 50 58",Bundeshaus Ost Palais fédéral est Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-661.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport"
